00:00:19;59.44128;8.00840666667;0.28;210.63
00:00:39;59.4412583333;8.00838;0.15;17.45
00:00:59;59.4412733333;8.00839666667;0.62;181.46
00:01:19;59.4412633333;8.00838333333;0.32;163.27
00:01:39;59.4413333333;8.008385;0.21;203.33
00:01:59;59.4414016667;8.00841166667;0.12;1.8
00:02:19;59.44127;8.00839666667;0.56;195.52
00:02:39;59.4412766667;8.00839833333;0.16;120.7
00:02:59;59.441405;8.00842833333;0.06;258.04
00:03:19;59.4412733333;8.00836833333;1.15;193.28
00:03:39;59.441385;8.00841833333;0.35;154.42
00:03:59;59.4413916667;8.00839333333;0.19;191.87
00:04:19;59.4413716667;8.008385;0.46;174.86
00:04:39;59.441375;8.00839166667;0.26;163.66
00:04:59;59.4412583333;8.008315;0.4;192.82
00:05:19;59.441335;8.00836;0.14;60.03
00:05:39;59.4413933333;8.00839666667;0.08;316.19
00:05:59;59.4414216667;8.0084;0.3;173.13
00:06:19;59.4414116667;8.00838666667;0.01;164.85
00:06:39;59.4412566667;8.00831166667;1.03;190.12
00:06:59;59.441435;8.008415;0.18;136.98
00:07:19;59.441465;8.008435;0.28;151.85
00:07:39;59.4414616667;8.00843333333;0.02;83.06
00:07:59;59.4414866667;8.00844666667;0.14;136.43
00:08:19;59.441435;8.00841333333;1.16;183.35
00:08:39;59.44143;8.0084;0.11;62.58
00:08:59;59.4414533333;8.008395;0.13;111.69
00:09:19;59.44138;8.00836833333;0.27;175.89
00:09:39;59.4413266667;8.00841;0.05;23.6
00:09:59;59.4413133333;8.008405;0.08;108.06
00:10:19;59.4413683333;8.008395;0.48;159.96
00:10:39;59.4413716667;8.00843;0.08;192.54
00:10:59;59.4413816667;8.00841333333;0.11;129.72
00:11:19;59.441415;8.00839166667;0.09;358.59
00:11:39;59.441465;8.00837833333;0.13;356.54
00:11:59;59.4414033333;8.00834833333;0.25;344.47
00:12:19;59.4414466667;8.008355;0.43;341.62
00:12:39;59.4414566667;8.00835666667;0.07;139.18
00:12:59;59.4414366667;8.00836333333;0.04;164.76
00:13:19;59.4414516667;8.00836666667;0.08;8.0
00:13:39;59.4414533333;8.00837;0.13;159.49
00:13:59;59.4414383333;8.008395;0.06;178.77
00:14:19;59.4414583333;8.00837333333;0.22;154.17
