00:00:02;59.500195;5.90364;0.02;84.45
00:00:22;59.5001933333;5.90363333333;0.03;87.47
00:00:42;59.50019;5.90363333333;0.04;50.64
00:01:02;59.5001883333;5.90363166667;0.04;52.02
00:01:22;59.5001883333;5.90363;0.04;51.88
00:01:42;59.5001916667;5.90363;0.04;63.76
00:02:02;59.5001983333;5.903635;0.05;52.72
00:02:22;59.5002033333;5.90363666667;0.06;42.02
00:02:42;59.5001766667;5.90364333333;0.04;67.09
00:03:02;59.500175;5.90364833333;0.13;304.37
00:03:22;59.5001783333;5.90364833333;0.07;87.96
00:03:42;59.5001816667;5.90365166667;0.04;353.31
00:04:02;59.5001833333;5.90365166667;0.03;132.34
00:04:22;59.500185;5.90362666667;0.04;58.41
00:04:42;59.5001916667;5.90363166667;0.12;74.01
00:05:02;59.5001933333;5.90362833333;0.13;163.15
00:05:22;59.50019;5.90362666667;0.11;311.79
00:05:42;59.5001933333;5.90362666667;0.06;93.29
00:06:02;59.5001716667;5.90363;0.06;59.77
00:06:22;59.50017;5.90364333333;0.05;96.91
00:06:42;59.5001683333;5.90364666667;0.13;306.3
00:07:02;59.5001866667;5.90363166667;0.16;105.3
00:07:22;59.5001866667;5.903625;0.14;300.18
00:07:42;59.500175;5.90362;0.12;306.84
00:08:02;59.50017;5.90362166667;0.14;218.99
00:08:22;59.50017;5.90362166667;0.22;161.36
00:08:42;59.50017;5.90360333333;0.01;20.86
00:09:02;59.5001783333;5.9036;0.34;10.72
00:09:22;59.5001816667;5.9036;0.06;18.57
00:09:42;59.5001833333;5.90359;0.24;313.1
00:10:02;59.50019;5.90358333333;0.05;343.58
00:10:22;59.500195;5.90356833333;0.02;299.34
00:10:42;59.50018;5.90355833333;0.05;227.8
00:11:02;59.5001733333;5.903555;0.09;317.55
00:11:22;59.50017;5.90356333333;0.12;213.21
00:11:42;59.50017;5.90357;0.1;19.4
00:12:02;59.5001766667;5.90358;0.02;80.0
00:12:22;59.5001783333;5.90360333333;0.05;105.95
