07:11:50;59.384935;9.261705;0.09;63.78
07:12:10;59.3849333333;9.26170333333;0.18;121.49
07:12:30;59.3849366667;9.261685;0.12;331.14
07:12:50;59.3849383333;9.26167833333;0.22;118.59
07:13:10;59.3849416667;9.26166833333;0.11;347.74
07:13:30;59.3849433333;9.26166666667;0.07;65.23
07:13:50;59.3849466667;9.261655;0.19;316.63
07:14:10;59.3849483333;9.26165;0.16;117.58
07:14:30;59.3849483333;9.26165666667;0.11;63.25
07:14:50;59.3849416667;9.26168333333;0.43;115.47
07:15:10;59.384945;9.261675;0.09;328.5
07:15:30;59.38495;9.26166166667;0.09;21.58
07:15:50;59.3849483333;9.26167;0.15;311.53
07:16:10;59.3849566667;9.26165;0.3;323.26
07:16:30;59.3849616667;9.261645;0.21;334.07
07:16:50;59.3849683333;9.261635;0.26;319.05
07:17:10;59.3849716667;9.261635;0.19;130.49
07:17:30;59.3849533333;9.26162666667;0.04;287.03
07:17:50;59.3849566667;9.26161166667;0.25;346.1
07:18:10;59.3849533333;9.26160833333;0.2;340.71
07:18:30;59.3849433333;9.26160166667;0.33;120.18
07:18:50;59.3849366667;9.26166;0.14;60.48
07:19:10;59.3849416667;9.26168333333;0.12;64.05
07:19:30;59.3849466667;9.26169166667;0.11;306.29
07:19:50;59.3849416667;9.26170166667;0.06;296.19
07:20:10;59.38494;9.26170333333;0.05;318.54
07:20:30;59.3849316667;9.26173166667;0.11;258.73
07:20:50;59.3849266667;9.26175666667;0.09;95.12
07:21:10;59.38492;9.26175333333;0.08;297.85
07:21:30;59.3849216667;9.26176166667;0.06;96.45
07:21:50;59.3849216667;9.26176833333;0.15;104.78
07:22:10;59.3849216667;9.26177;0.03;66.93
07:22:30;59.3849066667;9.26173;0.02;164.36
07:22:50;59.3849083333;9.26172666667;0.13;87.98
07:23:10;59.38492;9.26174833333;0.07;35.22
07:23:30;59.38493;9.26175666667;0.05;311.54
07:23:50;59.3849366667;9.261765;0.05;122.56
07:24:10;59.3849333333;9.26177166667;0.18;92.85
07:24:30;59.38493;9.26176333333;0.1;211.9
07:24:50;59.3849316667;9.26176166667;0.27;319.57
07:25:10;59.3849333333;9.26176666667;0.17;98.22
07:25:30;59.3849383333;9.26176;0.19;323.74
07:25:50;59.3849333333;9.26174;0.13;192.08
07:26:10;59.3849133333;9.26172;0.37;129.97
