11.0213565826416,59.9615287780762,"LPG Norge Romerike","Skjærvaveien 38 2010 Strømmen - myLPG.eu"
11.02028,59.96126,"LPG Romerike","Skjærvaveien 38 2010  Strømmen - myLPG.eu"
10.88513,59.95944,"Esso Grorud","Trondheimsveien 467 0962 Oslo - myLPG.eu"
11.04968,59.9528,Shell,"Jernbanegata 6 2004  Lillestrøm - myLPG.eu"
10.86946,59.95235,"Tiger Kalbakken Veiservice","Kalbakkveien 14 0953 Oslo - myLPG.eu"
10.72392,59.94831,"Tiger Sogn Veiservice","t. Segerstedtsvei 00 0372 Oslo - myLPG.eu"
10.6436,59.94775,"Esso RĂa","Griniveien 3 0756 Oslo - myLPG.eu"
11.4361877,59.9326706,"LPG Norge Aurskog","Finstadhagan 5   - myLPG.eu"
10.96726,59.92879,Shell,"Solheimveien 120 1473   - myLPG.eu"
10.83215,59.926,LPG,"Brobekkveien 115 0582  Oslo - myLPG.eu"
10.49406,59.9255,Lommedal,"Gamle Lommedalsvei 115 1348 Rykkinn - myLPG.eu"
10.84477,59.92508,"Esso Alna","StrĂmsveien 245 0668 Oslo - myLPG.eu"
10.7928,59.92171,Shell,"Grenseveien 51 0575  Oslo - myLPG.eu"
10.82042,59.91044,Statoil,"Nils Hansens vei 14 0667  Oslo - myLPG.eu"
10.70519,59.91019,"Esso Kongen","Frognerstranda 4 0250 Oslo - myLPG.eu"
10.83417,59.85012,Shell,"Dalsåsen 4 1285  Oslo - myLPG.eu"
9.91331,59.84029,LPG,"Ringeriksveien 766 3330   - myLPG.eu"
10.42087,59.83345,Shell,"Solbråveien 2 1383  Asker - myLPG.eu"
10.41435,59.82954,"Esso Asker","Drammensveien 884 1383 Asker - myLPG.eu"
5.23069,59.79817,"Esso Rubbestadnesset","Rv542 5420 Rubbestadnesset - myLPG.eu"
5.17981,59.79433,"Esso Bremnes","Rv542 5430 Bremnes - myLPG.eu"
10.02291,59.75114,Shell,"Strandveien 41 3050   - myLPG.eu"
10.02761555,59.7471428,"LPG Norge Mjřndalen","Orkidehřgda 11   - myLPG.eu"
10.1734895706177,59.7446098327637,"LPG Norge","Nedre Eikervei 26 3045  Drammen - myLPG.eu"
10.21988,59.74098,Shell,"Prins Oscars Gate  3012  Drammen - myLPG.eu"
7.56429,59.73722,"BjĂrn Lindskog","Edland 3895 Edland - myLPG.eu"
8.06328,59.69469,"Rauland Servicenter","Rjukanvegen 1 3864 Rauland - myLPG.eu"
9.63494,59.68473,"LPG Norge Kongsberg","Fløterveien 2   - myLPG.eu"
10.7467,59.6628,Shell,"Drøbakveien 71 1430  Drobak - myLPG.eu"
10.73215,59.62538,"Tiger Vestby Veiservice","Hytteveien 5 1540 Vestby - myLPG.eu"
11.17889,59.57931,"Esso HĂyendal","Eidsbergveien 41 1811 Askim - myLPG.eu"
11.33142,59.57179,Shell,"Trøgstadveien 3 1850  Mysen - myLPG.eu"
7.98893,59.56996,"Esso Vinje","Vinje 3890 Vinje - myLPG.eu"
5.68635,59.52979,"Knapphus Bensinstasjon","E134 300 5576   - myLPG.eu"
5.60106,59.50841,"Skjold Servicenter as","E134 5574 Skjold - myLPG.eu"
10.25715,59.50044,Alliansen,"Hvittingfossveien 210-212 3080   - myLPG.eu"
8.63035,59.48043,LPG,"Steinsrudvegen 11 3840   - myLPG.eu"
11.67291737,59.4780579,"LPG Norge Řrje","Svenskeveien 24   - myLPG.eu"
10.68879,59.47205,Scanoil,"Møllebakken 4 1538  Moss - myLPG.eu"
7.98425,59.44561,"Esso Dalen","Storvegen 179 3880 Dalen - myLPG.eu"
10.66951,59.43477,"Esso FlemminghjĂrnet","Kongens Gate 42 1530 Moss - myLPG.eu"
5.26478,59.42612,"Tiger Gard Veiservice","Tittelsnesvn. 18 5515 Haugesund - myLPG.eu"
10.48382,59.42279,"LPG Norge Horten","Bromsveien 25   - myLPG.eu"
5.446284,59.420634,"Shell Aksdal","E134  5570  Aksdal - myLPG.eu"
